SNO,FILENAME,TIME_TAKEN,DB_SIZE,AVG_TIME_TAKEN_PER_FILE,AVG_SPACE_TAKEN_PER_FILE
2587,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_626.pdf,0.1485,11.6562,0.6547,0.0045
2588,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_627.pdf,0.1435,11.6602,0.6545,0.0045
2589,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_628.pdf,0.1137,11.6641,0.6543,0.0045
2590,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_629.pdf,0.1517,11.6719,0.6541,0.0045
2591,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_63.pdf,0.1834,11.6758,0.6539,0.0045
2592,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_630.pdf,0.1961,11.6797,0.6537,0.0045
2593,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_631.pdf,0.1616,11.6875,0.6535,0.0045
2594,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_632.pdf,0.1701,11.6914,0.6533,0.0045
2595,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_633.pdf,0.1584,11.6953,0.6531,0.0045
2596,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_634.pdf,0.1776,11.6992,0.653,0.0045
2597,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_635.pdf,0.1862,11.7031,0.6528,0.0045
2598,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_636.pdf,0.1465,11.707,0.6526,0.0045
2599,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_637.pdf,0.1161,11.7109,0.6524,0.0045
2600,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_638.pdf,0.0569,11.7148,0.6521,0.0045
2601,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_639.pdf,0.0531,11.7227,0.6519,0.0045
2602,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_64.pdf,0.0535,11.7266,0.6517,0.0045
2603,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_640.pdf,0.0565,11.7305,0.6515,0.0045
2604,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_641.pdf,0.0535,11.7344,0.6512,0.0045
2605,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_642.pdf,0.0566,11.7383,0.651,0.0045
2606,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_643.pdf,0.0521,11.7422,0.6508,0.0045
2607,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_644.pdf,0.0551,11.7461,0.6505,0.0045
2608,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_645.pdf,0.0563,11.75,0.6503,0.0045
2609,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_646.pdf,0.0519,11.7578,0.6501,0.0045
2610,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_647.pdf,0.0532,11.7617,0.6498,0.0045
2611,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_648.pdf,0.0532,11.7656,0.6496,0.0045
2612,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_649.pdf,0.0525,11.7695,0.6494,0.0045
2613,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_65.pdf,0.0507,11.7734,0.6492,0.0045
2614,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_650.pdf,0.0506,11.7773,0.6489,0.0045
2615,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_651.pdf,0.0583,11.7812,0.6487,0.0045
2616,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_652.pdf,0.0591,11.7852,0.6485,0.0045
2617,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_653.pdf,0.0526,11.793,0.6483,0.0045
2618,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_654.pdf,0.0536,11.7969,0.648,0.0045
2619,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_655.pdf,0.0504,11.8008,0.6478,0.0045
2620,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_656.pdf,0.0506,11.8047,0.6476,0.0045
2621,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_657.pdf,0.0596,11.8086,0.6473,0.0045
2622,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_658.pdf,0.06,11.8125,0.6471,0.0045
2623,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_659.pdf,0.0522,11.8164,0.6469,0.0045
2624,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_66.pdf,0.0561,11.8203,0.6467,0.0045
2625,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_660.pdf,0.0518,11.8281,0.6464,0.0045
2626,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_661.pdf,0.0532,11.832,0.6462,0.0045
2627,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_662.pdf,0.0509,11.8359,0.646,0.0045
2628,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_663.pdf,0.0498,11.8398,0.6458,0.0045
2629,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_664.pdf,0.0501,11.8438,0.6455,0.0045
2630,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_665.pdf,0.0485,11.8477,0.6453,0.0045
2631,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_666.pdf,0.0498,11.8516,0.6451,0.0045
2632,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_667.pdf,0.0497,11.8555,0.6449,0.0045
2633,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_668.pdf,0.0535,11.8633,0.6446,0.0045
2634,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_669.pdf,0.0535,11.8672,0.6444,0.0045
2635,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_67.pdf,0.0532,11.8711,0.6442,0.0045
2636,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_670.pdf,0.0543,11.875,0.644,0.0045
2637,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_671.pdf,0.0522,11.8789,0.6437,0.0045
2638,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_672.pdf,0.0545,11.8867,0.6435,0.0045
2639,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_673.pdf,0.0519,11.8906,0.6433,0.0045
2640,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_674.pdf,0.0567,11.8945,0.6431,0.0045
2641,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_675.pdf,0.0556,11.9023,0.6428,0.0045
2642,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_676.pdf,0.0539,11.9062,0.6426,0.0045
2643,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_677.pdf,0.0564,11.9102,0.6424,0.0045
2644,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_678.pdf,0.0584,11.9141,0.6422,0.0045
2645,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_679.pdf,0.0641,11.918,0.642,0.0045
2646,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_68.pdf,0.0559,11.9219,0.6417,0.0045
2647,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_680.pdf,0.0528,11.9258,0.6415,0.0045
2648,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_681.pdf,0.056,11.9297,0.6413,0.0045
2649,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_682.pdf,0.0527,11.9375,0.6411,0.0045
2650,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_683.pdf,0.0657,11.9414,0.6409,0.0045
2651,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_684.pdf,0.0543,11.9453,0.6406,0.0045
2652,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_685.pdf,0.0572,11.9492,0.6404,0.0045
2653,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_686.pdf,0.0582,11.9531,0.6402,0.0045
2654,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_687.pdf,0.0554,11.957,0.64,0.0045
2655,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_688.pdf,0.0539,11.9609,0.6398,0.0045
2656,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_689.pdf,0.0572,11.9648,0.6395,0.0045
2657,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_69.pdf,0.053,11.9727,0.6393,0.0045
2658,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_690.pdf,0.0549,11.9766,0.6391,0.0045
2659,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_691.pdf,0.0569,11.9805,0.6389,0.0045
2660,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_692.pdf,0.0552,11.9844,0.6387,0.0045
2661,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_693.pdf,0.0565,11.9883,0.6384,0.0045
2662,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_694.pdf,0.055,11.9922,0.6382,0.0045
2663,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_695.pdf,0.0586,11.9961,0.638,0.0045
2664,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_696.pdf,0.0544,12.0,0.6378,0.0045
2665,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_697.pdf,0.0543,12.0078,0.6376,0.0045
2666,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_698.pdf,0.0563,12.0117,0.6373,0.0045
2667,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_699.pdf,0.0567,12.0156,0.6371,0.0045
2668,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_7.pdf,0.0546,12.0195,0.6369,0.0045
2669,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_70.pdf,0.0569,12.0234,0.6367,0.0045
2670,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_700.pdf,0.069,12.0273,0.6365,0.0045
2671,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_701.pdf,0.0637,12.0312,0.6363,0.0045
2672,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_702.pdf,0.0574,12.0352,0.636,0.0045
2673,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_703.pdf,0.0597,12.043,0.6358,0.0045
2674,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_704.pdf,0.0547,12.0469,0.6356,0.0045
2675,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_705.pdf,0.0549,12.0508,0.6354,0.0045
2676,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_706.pdf,0.0551,12.0547,0.6352,0.0045
2677,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_707.pdf,0.0725,12.0586,0.635,0.0045
2678,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_708.pdf,0.0607,12.0625,0.6348,0.0045
2679,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_709.pdf,0.0645,12.0664,0.6345,0.0045
2680,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_71.pdf,0.062,12.0703,0.6343,0.0045
2681,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_710.pdf,0.0606,12.0781,0.6341,0.0045
2682,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_711.pdf,0.0581,12.082,0.6339,0.0045
2683,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_712.pdf,0.0569,12.0859,0.6337,0.0045
2684,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_713.pdf,0.0601,12.0898,0.6335,0.0045
2685,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_714.pdf,0.0564,12.0938,0.6333,0.0045
2686,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_715.pdf,0.0561,12.1016,0.633,0.0045
2687,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_716.pdf,0.0578,12.1055,0.6328,0.0045
2688,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_717.pdf,0.0552,12.1094,0.6326,0.0045
2689,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_718.pdf,0.0595,12.1172,0.6324,0.0045
2690,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_719.pdf,0.0587,12.1211,0.6322,0.0045
2691,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_72.pdf,0.0685,12.125,0.632,0.0045
2692,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_720.pdf,0.0589,12.1289,0.6318,0.0045
2693,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_721.pdf,0.055,12.1328,0.6316,0.0045
2694,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_722.pdf,0.0553,12.1367,0.6313,0.0045
2695,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_723.pdf,0.0559,12.1406,0.6311,0.0045
2696,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_724.pdf,0.059,12.1445,0.6309,0.0045
2697,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_725.pdf,0.0586,12.1523,0.6307,0.0045
2698,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_726.pdf,0.0575,12.1562,0.6305,0.0045
2699,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_727.pdf,0.059,12.1602,0.6303,0.0045
2700,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_728.pdf,0.056,12.1641,0.6301,0.0045
2701,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_729.pdf,0.0557,12.168,0.6298,0.0045
2702,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_73.pdf,0.0554,12.1719,0.6296,0.0045
2703,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_730.pdf,0.0557,12.1758,0.6294,0.0045
2704,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_731.pdf,0.0553,12.1797,0.6292,0.0045
2705,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_732.pdf,0.0587,12.1875,0.629,0.0045
2706,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_733.pdf,0.0621,12.1914,0.6288,0.0045
2707,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_734.pdf,0.0721,12.1953,0.6286,0.0045
2708,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_735.pdf,0.058,12.1992,0.6284,0.0045
2709,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_736.pdf,0.0568,12.2031,0.6282,0.0045
2710,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_737.pdf,0.0556,12.207,0.628,0.0045
2711,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_738.pdf,0.0564,12.2109,0.6277,0.0045
2712,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_739.pdf,0.0578,12.2148,0.6275,0.0045
2713,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_74.pdf,0.0577,12.2227,0.6273,0.0045
2714,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_740.pdf,0.0595,12.2266,0.6271,0.0045
2715,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_741.pdf,0.0592,12.2305,0.6269,0.0045
2716,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_742.pdf,0.058,12.2344,0.6267,0.0045
2717,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_743.pdf,0.0645,12.2383,0.6265,0.0045
2718,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_744.pdf,0.058,12.2422,0.6263,0.0045
2719,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_745.pdf,0.0583,12.2461,0.6261,0.0045
2720,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_746.pdf,0.0562,12.25,0.6259,0.0045
2721,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_747.pdf,0.0601,12.2578,0.6257,0.0045
2722,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_748.pdf,0.0583,12.2617,0.6254,0.0045
2723,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_749.pdf,0.0583,12.2656,0.6252,0.0045
2724,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_75.pdf,0.0574,12.2695,0.625,0.0045
2725,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_750.pdf,0.0597,12.2734,0.6248,0.0045
2726,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_751.pdf,0.055,12.2773,0.6246,0.0045
2727,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_752.pdf,0.0556,12.2812,0.6244,0.0045
2728,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_753.pdf,0.0577,12.2852,0.6242,0.0045
2729,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_754.pdf,0.0556,12.293,0.624,0.0045
2730,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_755.pdf,0.0626,12.2969,0.6238,0.0045
2731,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_756.pdf,0.0593,12.3008,0.6236,0.0045
2732,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_757.pdf,0.0567,12.3047,0.6234,0.0045
2733,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_758.pdf,0.0582,12.3086,0.6232,0.0045
2734,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_759.pdf,0.0586,12.3164,0.623,0.0045
2735,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_76.pdf,0.0904,12.3203,0.6228,0.0045
2736,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_760.pdf,0.059,12.3242,0.6226,0.0045
2737,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_761.pdf,0.0612,12.332,0.6223,0.0045
2738,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_762.pdf,0.0608,12.3359,0.6221,0.0045
2739,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_763.pdf,0.0604,12.3398,0.6219,0.0045
2740,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_764.pdf,0.0566,12.3438,0.6217,0.0045
2741,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_765.pdf,0.0576,12.3477,0.6215,0.0045
2742,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_766.pdf,0.0586,12.3516,0.6213,0.0045
2743,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_767.pdf,0.0583,12.3555,0.6211,0.0045
2744,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_768.pdf,0.0602,12.3594,0.6209,0.0045
2745,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_769.pdf,0.0588,12.3672,0.6207,0.0045
2746,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_77.pdf,0.0615,12.3711,0.6205,0.0045
2747,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_770.pdf,0.0599,12.375,0.6203,0.0045
2748,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_771.pdf,0.0601,12.3789,0.6201,0.0045
2749,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_772.pdf,0.0704,12.3828,0.6199,0.0045
2750,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_773.pdf,0.0703,12.3867,0.6197,0.0045
2751,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_774.pdf,0.0701,12.3906,0.6195,0.0045
2752,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_775.pdf,0.0883,12.3945,0.6193,0.0045
2753,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_776.pdf,0.0812,12.4023,0.6191,0.0045
2754,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_777.pdf,0.082,12.4062,0.6189,0.0045
2755,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_778.pdf,0.0838,12.4102,0.6187,0.0045
2756,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_779.pdf,0.1018,12.4141,0.6185,0.0045
2757,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_78.pdf,0.1066,12.418,0.6183,0.0045
2758,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_780.pdf,0.0963,12.4219,0.6182,0.0045
2759,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_781.pdf,0.1067,12.4258,0.618,0.0045
2760,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_782.pdf,0.0996,12.4297,0.6178,0.0045
2761,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_783.pdf,0.098,12.4375,0.6176,0.0045
2762,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_784.pdf,0.0943,12.4414,0.6174,0.0045
2763,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_785.pdf,0.0948,12.4453,0.6172,0.0045
2764,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_786.pdf,0.0947,12.4492,0.617,0.0045
2765,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_787.pdf,0.0943,12.4531,0.6168,0.0045
2766,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_788.pdf,0.0946,12.457,0.6166,0.0045
2767,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_789.pdf,0.0908,12.4609,0.6165,0.0045
2768,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_79.pdf,0.0915,12.4648,0.6163,0.0045
2769,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_790.pdf,0.0864,12.4727,0.6161,0.0045
2770,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_791.pdf,0.088,12.4766,0.6159,0.0045
2771,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_792.pdf,0.0854,12.4805,0.6157,0.0045
2772,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_793.pdf,0.0914,12.4844,0.6155,0.0045
2773,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_794.pdf,0.1101,12.4883,0.6153,0.0045
2774,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_795.pdf,0.1063,12.4922,0.6151,0.0045
2775,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_796.pdf,0.1042,12.4961,0.615,0.0045
2776,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_797.pdf,0.0996,12.5,0.6148,0.0045
2777,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_798.pdf,0.1049,12.5078,0.6146,0.0045
2778,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_799.pdf,0.1001,12.5117,0.6144,0.0045
2779,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_8.pdf,0.1024,12.5156,0.6142,0.0045
2780,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_80.pdf,0.0985,12.5195,0.614,0.0045
2781,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_800.pdf,0.1023,12.5234,0.6138,0.0045
2782,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_801.pdf,0.0972,12.5312,0.6137,0.0045
2783,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_802.pdf,0.0985,12.5352,0.6135,0.0045
2784,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_803.pdf,0.0993,12.5391,0.6133,0.0045
2785,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_804.pdf,0.0942,12.5469,0.6131,0.0045
2786,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_805.pdf,0.0969,12.5508,0.6129,0.0045
2787,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_806.pdf,0.0935,12.5547,0.6127,0.0045
2788,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_807.pdf,0.0925,12.5586,0.6125,0.0045
2789,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_808.pdf,0.0939,12.5625,0.6124,0.0045
2790,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_809.pdf,0.09,12.5664,0.6122,0.0045
2791,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_81.pdf,0.1007,12.5703,0.612,0.0045
2792,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_810.pdf,0.1024,12.5742,0.6118,0.0045
2793,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_811.pdf,0.1075,12.582,0.6116,0.0045
2794,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_812.pdf,0.0924,12.5859,0.6114,0.0045
2795,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_813.pdf,0.0987,12.5898,0.6113,0.0045
2796,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_814.pdf,0.1016,12.5938,0.6111,0.0045
2797,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_815.pdf,0.0971,12.5977,0.6109,0.0045
2798,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_816.pdf,0.0928,12.6016,0.6107,0.0045
2799,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_817.pdf,0.1017,12.6055,0.6105,0.0045
2800,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_818.pdf,0.0989,12.6094,0.6103,0.0045
2801,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_819.pdf,0.0956,12.6172,0.6102,0.0045
2802,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_82.pdf,0.0931,12.6211,0.61,0.0045
2803,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_820.pdf,0.0975,12.625,0.6098,0.0045
2804,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_821.pdf,0.0992,12.6289,0.6096,0.0045
2805,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_822.pdf,0.0956,12.6328,0.6094,0.0045
2806,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_823.pdf,0.0923,12.6367,0.6092,0.0045
2807,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_824.pdf,0.0983,12.6406,0.6091,0.0045
2808,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_825.pdf,0.0992,12.6445,0.6089,0.0045
2809,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_826.pdf,0.1037,12.6523,0.6087,0.0045
2810,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_827.pdf,0.0966,12.6562,0.6085,0.0045
2811,20982 Esec Forte SCTASK7649659_Amendment Agreement (2)_copy_828.pdf,0.0971,12.6602,0.6083,0.0045
